name	id_mk	id_recipe	level	id_item	count	mp_cost	success_rate	materials_cnt	materials_extra	materials_m[0]_id	materials_m[0]_cnt	materials_m[1]_id	materials_m[1]_cnt	materials_m[2]_id	materials_m[2]_cnt	materials_m[3]_id	materials_m[3]_cnt	materials_m[4]_id	materials_m[4]_cnt	materials_m[5]_id	materials_m[5]_cnt	materials_m[6]_id	materials_m[6]_cnt	materials_m[7]_id	materials_m[7]_cnt
a,mk_avadon_boots_i\0	425	4959	6	600	1	174	60	6	1	4959	1	4098	10	34991	128	1888	4	1460	3	2132	3				
a,mk_avadon_boots_ii\0	426	4175	6	600	1	174	100	6	1	4175	1	4098	10	34991	208	1888	7	1460	5	2132	5				
a,mk_doom_boots_i\0	427	4999	7	601	1	183	60	6	1	4999	1	4099	10	34991	199	1888	7	1460	5	2132	4				
a,mk_doom_boots_ii\0	428	4176	7	601	1	183	100	6	1	4176	1	4099	10	34991	322	1888	10	1460	8	2132	7				
a,mk_shrnoen's_gauntlet_i\0	429	4960	6	612	1	174	60	6	1	4960	1	4100	10	34991	128	1888	4	1460	3	2132	3				
a,mk_shrnoen's_gauntlet_ii\0	430	4177	6	612	1	174	100	6	1	4177	1	4100	10	34991	208	1888	7	1460	5	2132	5				
a,mk_shrnoen's_shield_i\0	431	4961	6	633	1	174	60	6	1	4961	1	4101	10	34991	135	1888	5	1460	3	2132	3				
a,mk_shrnoen's_shield_ii\0	432	4178	6	633	1	174	100	6	1	4178	1	4101	10	34991	218	1888	7	1460	5	2132	5				
a,mk_shrnoen's_helmet_i\0	433	4962	6	503	1	174	60	6	1	4962	1	4102	10	34991	192	1888	6	1460	5	2132	4				
a,mk_shrnoen's_helmet_ii\0	434	4179	6	503	1	174	100	6	1	4179	1	4102	10	34991	312	1888	10	1460	7	2132	7				
a,mk_silver_arrow\0	435	4180	4	1343	550	120	100	2	0	1878	1	1873	5												
a,mk_pata_i\0	436	5008	6	264	1	171	60	8	0	5008	1	4103	12	1890	70	1888	70	1885	35	4042	35	1459	310	2132	55
a,mk_pata_ii\0	437	4181	6	264	1	171	100	6	0	4181	1	4103	10	34990	1566	1888	119	1460	87	2132	79				
a,mk_great_sword_i\0	438	4963	6	78	1	174	60	6	1	4963	1	4104	10	34990	856	1888	65	1460	48	2132	43				
a,mk_great_sword_ii\0	439	4182	6	78	1	174	100	6	1	4182	1	4104	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_heavy_war_axe_i\0	440	4964	6	91	1	174	60	6	1	4964	1	4105	10	34990	856	1888	65	1460	48	2132	43				
a,mk_heavy_war_axe_ii\0	441	4183	6	91	1	174	100	6	1	4183	1	4105	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_sprite's_staff_i\0	442	4965	6	92	1	174	60	6	1	4965	1	4106	10	34990	856	1888	65	1460	48	2132	43				
a,mk_sprite's_staff_ii\0	443	4184	6	92	1	174	100	6	1	4184	1	4106	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_kshanberk_i\0	444	4966	6	142	1	174	60	6	1	4966	1	4107	10	34990	856	1888	65	1460	48	2132	43				
a,mk_kshanberk_ii\0	445	4185	6	142	1	174	100	6	1	4185	1	4107	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_sword_of_valhalla_i\0	446	4967	6	148	1	174	60	6	1	4967	1	4108	10	34990	856	1888	65	1460	48	2132	43				
a,mk_sword_of_valhalla_ii\0	447	4186	6	148	1	174	100	6	1	4186	1	4108	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_kris_i\0	448	4968	6	229	1	174	60	6	1	4968	1	4109	10	34990	856	1888	65	1460	48	2132	43				
a,mk_kris_ii\0	449	4187	6	229	1	174	100	6	1	4187	1	4109	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_hell_knife_i\0	450	4969	6	243	1	174	60	6	1	4969	1	4110	10	34990	856	1888	65	1460	48	2132	43				
a,mk_hell_knife_ii\0	451	4188	6	243	1	174	100	6	1	4188	1	4110	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_arthro_nail_i\0	452	4970	6	267	1	174	60	6	1	4970	1	4111	10	34990	856	1888	65	1460	48	2132	43				
a,mk_arthro_nail_ii\0	453	4189	6	267	1	174	100	6	1	4189	1	4111	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_dark_elven_long_bow_i\0	454	4971	6	284	1	174	60	6	1	4971	1	4112	10	34990	856	1888	65	1460	48	2132	43				
a,mk_dark_elven_long_bow_ii\0	455	4190	6	284	1	174	100	6	1	4190	1	4112	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_great_axe_i\0	456	4972	6	300	1	174	60	6	1	4972	1	4113	10	34990	856	1888	65	1460	48	2132	43				
a,mk_great_axe_ii\0	457	4191	6	300	1	174	100	6	1	4191	1	4113	10	34990	1390	1888	106	1460	78	2132	70				
a,mk_sword_of_damascus_i\0	458	5000	7	79	1	183	60	6	1	5000	1	4114	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_sword_of_damascus_ii\0	459	4192	7	79	1	183	100	6	1	4192	1	4114	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_lancia_i\0	460	5001	7	97	1	183	60	6	1	5001	1	4115	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_lancia_ii\0	461	4193	7	97	1	183	100	6	1	4193	1	4115	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_deadman's_glory_i\0	462	5002	7	171	1	183	60	6	1	5002	1	4116	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_deadman's_glory_ii\0	463	4194	7	171	1	183	100	6	1	4194	1	4116	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_art_of_battle_axe_i\0	464	5003	7	175	1	183	60	6	1	5003	1	4117	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_art_of_battle_axe_ii\0	465	4195	7	175	1	183	100	6	1	4195	1	4117	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_staff_of_evil_sprit_i\0	466	5004	7	210	1	183	60	6	1	5004	1	4118	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_staff_of_evil_sprit_ii\0	467	4196	7	210	1	183	100	6	1	4196	1	4118	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_demon's_sword_i\0	468	5005	7	234	1	183	60	6	1	5005	1	4119	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_demon's_sword_ii\0	469	4197	7	234	1	183	100	6	1	4197	1	4119	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_bellion_cestus_i\0	470	5006	7	268	1	183	60	6	1	5006	1	4120	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_bellion_cestus_ii\0	471	4198	7	268	1	183	100	6	1	4198	1	4120	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_hazard_bow_i\0	472	5007	7	287	1	183	60	6	1	5007	1	4121	10	34990	1292	1888	98	1460	72	2132	65				
a,mk_hazard_bow_ii\0	473	4199	7	287	1	183	100	6	1	4199	1	4121	10	34990	2100	1888	160	1460	117	2132	105				
a,mk_maestro_holder\0	474	4122	6	4045	1	60	100	3	0	1887	10	4040	10	4041	10										
a,mk_maestro_anvil_lock\0	475	4123	6	4046	1	60	100	3	0	1888	4	4039	4	4040	4										
a,mk_craftsman_mold\0	476	4124	6	4047	1	60	100	3	0	1891	2	4041	20	4042	5										
a,mk_maestro_mold\0	477	4125	6	4048	1	60	100	3	0	1892	1	4039	10	4043	5										
a,mk_avadon_shield_i\0	478	4936	6	673	1	174	60	6	1	4936	1	4439	10	34991	135	1888	5	1460	3	2132	3				
a,mk_avadon_shield_ii\0	479	4441	6	673	1	174	100	6	1	4441	1	4439	10	34991	218	1888	7	1460	5	2132	5				
a,mk_comp_soulshot_d\0	480	5153	2	5135	1	90	100	2	0	1463	300	5192	3												
a,mk_comp_soulshot_c\0	481	5154	4	5136	1	180	100	2	0	1464	300	5193	3												
a,mk_comp_soulshot_b\0	482	5155	6	5137	1	270	100	2	0	1465	300	5194	6												
a,mk_comp_soulshot_a\0	483	5156	7	5138	1	360	100	2	0	1466	300	5195	6												
a,mk_comp_soulshot_s\0	484	5157	8	5139	1	450	100	2	0	1467	300	5196	2												
a,mk_comp_spiritshot_d\0	485	5158	2	5141	1	180	100	2	0	2510	300	5192	6												
a,mk_comp_spiritshot_c\0	486	5159	4	5142	1	360	100	2	0	2511	300	5193	7												
a,mk_comp_spiritshot_b\0	487	5160	6	5143	1	540	100	2	0	2512	300	5194	12												
a,mk_comp_spiritshot_a\0	488	5161	7	5144	1	720	100	2	0	2513	300	5195	9												
a,mk_comp_spiritshot_s\0	489	5162	8	5145	1	900	100	2	0	2514	300	5196	3												
a,mk_comp_bspiritshot_d\0	490	5163	2	5147	1	180	100	2	0	3948	300	5192	15												
a,mk_comp_bspiritshot_c\0	491	5164	4	5148	1	360	100	2	0	3949	300	5193	18												
a,mk_comp_bspiritshot_b\0	492	5165	6	5149	1	540	100	2	0	3950	300	5194	30												
a,mk_comp_bspiritshot_a\0	493	5166	7	5150	1	720	100	2	0	3951	300	5195	22												
a,mk_comp_bspiritshot_s\0	494	5167	8	5151	1	900	100	2	0	3952	300	5196	7												
a,mk_knuckle_dust\0	495	4440	5	4233	1	147	100	6	0	4440	1	4438	10	34990	442	1879	185	1459	74	2131	74				
a,mk_mithril_arrow\0	496	5230	4	1344	500	130	100	2	0	1878	4	1876	1												
a,mk_reinforcing_agent\0	497	5231	4	5220	1	40	100	3	0	1864	10	1865	10	1869	10										
a,mk_adv_comp_soulshot_d\0	498	5268	2	5251	1	90	100	2	0	1463	1000	5192	26												
a,mk_adv_comp_soulshot_c\0	499	5269	4	5252	1	180	100	2	0	1464	1000	5193	25												
a,mk_adv_comp_soulshot_b\0	500	5270	6	5253	1	270	100	2	0	1465	1000	5194	50												
a,mk_adv_comp_soulshot_a\0	501	5271	7	5254	1	360	100	2	0	1466	1000	5195	50												
a,mk_adv_comp_soulshot_s\0	502	5272	8	5255	1	450	100	2	0	1467	1000	5196	13												
a,mk_adv_comp_spiritshot_d\0	503	5273	2	5257	1	180	100	2	0	2510	1000	5192	50												
a,mk_adv_comp_spiritshot_c\0	504	5274	4	5258	1	360	100	2	0	2511	1000	5193	58												
a,mk_adv_comp_spiritshot_b\0	505	5275	6	5259	1	540	100	2	0	2512	1000	5194	100												
a,mk_adv_comp_spiritshot_a\0	506	5276	7	5260	1	720	100	2	0	2513	1000	5195	75												
a,mk_adv_comp_spiritshot_s\0	507	5277	8	5261	1	900	100	2	0	2514	1000	5196	20												
a,mk_adv_comp_bspiritshot_d\0	508	5278	2	5263	1	180	100	2	0	3948	1000	5192	125												
a,mk_adv_comp_bspiritshot_c\0	509	5279	4	5264	1	360	100	2	0	3949	1000	5193	150												
a,mk_adv_comp_bspiritshot_b\0	510	5280	6	5265	1	540	100	2	0	3950	1000	5194	248												
a,mk_adv_comp_bspiritshot_a\0	511	5281	7	5266	1	720	100	2	0	3951	1000	5195	182												
a,mk_adv_comp_bspiritshot_s\0	512	5282	8	5267	1	900	100	2	0	3952	1000	5196	46												
a,mk_sealed_dark_crystal_leather_mail_i\0	513	5332	7	5297	1	192	60	6	0	5332	1	5478	10	34991	802	1888	25	1461	13	2133	6				
a,mk_sealed_dark_crystal_leather_mail_ii\0	514	5333	7	5297	1	192	100	6	0	5333	1	5478	10	34991	1336	1888	41	1461	22	2133	9				
a,mk_sealed_tallum_leather_mail_i\0	515	5334	7	5301	1	192	60	6	0	5334	1	5479	10	34991	1303	1888	40	1461	21	2133	9				
a,mk_sealed_tallum_leather_mail_ii\0	516	5335	7	5301	1	192	100	6	0	5335	1	5479	10	34991	2171	1888	66	1461	35	2133	15				
a,mk_sealed_leather_mail_of_nightmare_i\0	517	5336	8	5320	1	201	60	6	0	5336	1	5480	10	34991	1981	1888	61	1461	32	2133	14				
a,mk_sealed_leather_mail_of_nightmare_ii\0	518	5337	8	5320	1	201	100	6	0	5337	1	5480	10	34991	3302	1888	101	1461	53	2133	23				
a,mk_sealed_majestic_leather_mail_i\0	519	5338	8	5323	1	201	60	6	0	5338	1	5481	10	34991	1981	1888	61	1461	32	2133	14				
a,mk_sealed_majestic_leather_mail_ii\0	520	5339	8	5323	1	201	100	6	1	5339	1	5481	10	34991	3302	1888	101	1461	53	2133	23				
a,mk_sealed_legging_of_dark_crystal_i\0	521	5340	7	5298	1	192	60	6	1	5340	1	5482	10	34991	555	1888	17	1461	9	2133	4				
a,mk_sealed_legging_of_dark_crystal_ii\0	522	5341	7	5298	1	192	100	6	1	5341	1	5482	10	34991	889	1888	27	1461	15	2133	6				
a,mk_sealed_tallum_tunic_i\0	523	5346	7	5304	1	192	60	6	0	5346	1	5485	10	34991	802	1888	25	1461	13	2133	6				
a,mk_sealed_tallum_tunic_ii\0	524	5347	7	5304	1	192	100	6	0	5347	1	5485	10	34991	1336	1888	41	1461	22	2133	9				
a,mk_sealed_dark_crystal_robe_i\0	525	5348	7	5308	1	192	60	6	0	5348	1	5486	10	34991	1303	1888	40	1461	21	2133	9				
a,mk_sealed_dark_crystal_robe_ii\0	526	5349	7	5308	1	192	100	6	0	5349	1	5486	10	34991	2171	1888	66	1461	35	2133	15				
a,mk_sealed_robe_of_nightmare_i\0	527	5350	8	5326	1	201	60	6	0	5350	1	5487	10	34991	1981	1888	61	1461	32	2133	14				
a,mk_sealed_robe_of_nightmare_ii\0	528	5351	8	5326	1	201	100	6	0	5351	1	5487	10	34991	3302	1888	101	1461	53	2133	23				
a,mk_sealed_majestic_robe_i\0	529	5352	8	5329	1	201	60	6	0	5352	1	5488	10	34991	1981	1888	61	1461	32	2133	14				
a,mk_sealed_majestic_robe_ii\0	530	5353	8	5329	1	201	100	6	0	5353	1	5488	10	34991	3302	1888	101	1461	53	2133	23				
a,mk_sealed_tallum_hose_i\0	531	5354	7	5305	1	192	60	6	1	5354	1	5489	10	34991	535	1888	17	1461	9	2133	4				
a,mk_sealed_tallum_hose_ii\0	532	5355	7	5305	1	192	100	6	1	5355	1	5489	10	34991	869	1888	27	1461	14	2133	6				
a,mk_sealed_dark_crystal_shield_i\0	533	5364	7	5292	1	192	60	6	1	5364	1	5494	10	34991	300	1888	10	1461	5	2133	2				
a,mk_sealed_dark_crystal_shield_ii\0	534	5365	7	5292	1	192	100	6	1	5365	1	5494	10	34991	487	1888	15	1461	8	2133	4				
a,mk_sealed_shield_of_nightmare_i\0	535	5366	8	5315	1	201	60	6	1	5366	1	5495	10	34991	456	1888	14	1461	8	2133	4				
a,mk_sealed_shield_of_nightmare_ii\0	536	5367	8	5315	1	201	100	6	1	5367	1	5495	10	34991	740	1888	23	1461	12	2133	5				
a,mk_sealed_dark_crystal_boots_i\0	537	5368	7	5291	1	192	60	6	1	5368	1	5496	10	34991	285	1888	9	1461	5	2133	2				
a,mk_sealed_dark_crystal_boots_ii\0	538	5369	7	5291	1	192	100	6	1	5369	1	5496	10	34991	463	1888	15	1461	8	2133	4				
a,mk_sealed_tallum_boots_i\0	539	5370	7	5296	1	192	60	6	1	5370	1	5497	10	34991	285	1888	9	1461	5	2133	2				
a,mk_sealed_tallum_boots_ii\0	540	5371	7	5296	1	192	100	6	1	5371	1	5497	10	34991	463	1888	15	1461	8	2133	4				
a,mk_sealed_boots_of_nightmare_i\0	541	5380	8	5314	1	201	60	6	1	5380	1	5502	10	34991	434	1888	14	1461	7	2133	3				
a,mk_sealed_boots_of_nightmare_ii\0	542	5381	8	5314	1	201	100	6	1	5381	1	5502	10	34991	705	1888	22	1461	12	2133	5				
a,mk_sealed_magestic_boots_i\0	543	5382	8	5319	1	201	60	6	1	5382	1	5503	10	34991	434	1888	14	1461	7	2133	3				
a,mk_sealed_magestic_boots_ii\0	544	5383	8	5319	1	201	100	6	1	5383	1	5503	10	34991	705	1888	22	1461	12	2133	5				
a,mk_sealed_dark_crystal_gloves_i\0	545	5392	7	5290	1	192	60	6	1	5392	1	5508	10	34991	285	1888	9	1461	5	2133	2				
a,mk_sealed_dark_crystal_gloves_ii\0	546	5393	7	5290	1	192	100	6	1	5393	1	5508	10	34991	463	1888	15	1461	8	2133	4				
a,mk_sealed_tallum_gloves_i\0	547	5394	7	5295	1	192	60	6	1	5394	1	5509	10	34991	285	1888	9	1461	5	2133	2				
a,mk_sealed_tallum_gloves_ii\0	548	5395	7	5295	1	192	100	6	1	5395	1	5509	10	34991	463	1888	15	1461	8	2133	4				
a,mk_sealed_gloves_of_nightmare_i\0	549	5404	8	5313	1	201	60	6	1	5404	1	5514	10	34991	434	1888	14	1461	7	2133	3				
a,mk_sealed_gloves_of_nightmare_ii\0	550	5405	8	5313	1	201	100	6	1	5405	1	5514	10	34991	705	1888	22	1461	12	2133	5				
a,mk_sealed_magestic_gloves_i\0	551	5406	8	5318	1	201	60	6	1	5406	1	5515	10	34991	434	1888	14	1461	7	2133	3				
a,mk_sealed_magestic_gloves_ii\0	552	5407	8	5318	1	201	100	6	1	5407	1	5515	10	34991	705	1888	22	1461	12	2133	5				
a,mk_sealed_dark_crystal_breastplate_i\0	553	5416	7	5287	1	192	60	6	0	5416	1	5520	10	34991	1069	1888	33	1461	18	2133	8				
a,mk_sealed_dark_crystal_breastplate_ii\0	554	5417	7	5287	1	192	100	6	0	5417	1	5520	10	34991	1781	1888	54	1461	29	2133	12				
a,mk_sealed_tallum_plate_armor_i\0	555	5418	7	5293	1	192	60	6	0	5418	1	5521	10	34991	1737	1888	53	1461	28	2133	12				
a,mk_sealed_tallum_plate_armor_ii\0	556	5419	7	5293	1	192	100	6	0	5419	1	5521	10	34991	2894	1888	88	1461	47	2133	20				
a,mk_sealed_armor_of_nightmare_i\0	557	5420	8	5311	1	201	60	6	0	5420	1	5522	10	34991	2642	1888	81	1461	43	2133	18				
a,mk_sealed_armor_of_nightmare_ii\0	558	5421	8	5311	1	201	100	6	0	5421	1	5522	10	34991	4402	1888	134	1461	71	2133	30				
a,mk_sealed_majestic_platte_armor_i\0	559	5422	8	5316	1	201	60	6	0	5422	1	5523	10	34991	2642	1888	81	1461	43	2133	18				
a,mk_sealed_majestic_platte_armor_ii\0	560	5423	8	5316	1	201	100	6	0	5423	1	5523	10	34991	4402	1888	134	1461	71	2133	30				
a,mk_sealed_dark_crystal_gaiters_i\0	561	5424	7	5288	1	192	60	6	1	5424	1	5524	10	34991	713	1888	22	1461	12	2133	5				
a,mk_sealed_dark_crystal_gaiters_ii\0	562	5425	7	5288	1	192	100	6	1	5425	1	5524	10	34991	1158	1888	36	1461	19	2133	8				
a,mk_sealed_dark_crystal_helmet_i\0	563	5426	7	5289	1	192	60	6	1	5426	1	5525	10	34991	428	1888	13	1461	7	2133	3				
a,mk_sealed_dark_crystal_helmet_ii\0	564	5427	7	5289	1	192	100	6	1	5427	1	5525	10	34991	695	1888	22	1461	12	2133	5				
a,mk_sealed_tallum_bonnet_i\0	565	5428	7	5294	1	192	60	6	1	5428	1	5526	10	34991	428	1888	13	1461	7	2133	3				
a,mk_sealed_tallum_bonnet_ii\0	566	5429	7	5294	1	192	100	6	1	5429	1	5526	10	34991	695	1888	22	1461	12	2133	5				
a,mk_sealed_helm_of_nightmare_i\0	567	5430	8	5312	1	201	60	6	1	5430	1	5527	10	34991	651	1888	20	1461	11	2133	5				
a,mk_sealed_helm_of_nightmare_ii\0	568	5431	8	5312	1	201	100	6	1	5431	1	5527	10	34991	1057	1888	33	1461	17	2133	8				
a,mk_sealed_magestic_circlet_i\0	569	5432	8	5317	1	201	60	6	1	5432	1	5528	10	34991	651	1888	20	1461	11	2133	5				
a,mk_sealed_magestic_circlet_ii\0	570	5433	8	5317	1	201	100	6	1	5433	1	5528	10	34991	1057	1888	33	1461	17	2133	8				
a,mk_dragon_slayer_i\0	571	5434	8	81	1	201	60	6	1	5434	1	5529	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_dragon_slayer_ii\0	572	5435	8	81	1	201	100	6	1	5435	1	5529	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_berserker_blade\0	573	5436	6	5286	1	165	100	6	0	5436	1	5530	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_heavy_sword\0	574	5437	2	5285	1	84	100	6	0	5437	1	5531	10	34990	89	1879	37	1458	68	2130	45				
a,mk_meteor_shower_i\0	575	5438	7	2504	1	192	60	6	1	5438	1	5532	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_meteor_shower_ii\0	576	5439	7	2504	1	192	100	6	1	5439	1	5532	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_elysian_i\0	577	5440	8	164	1	201	60	6	1	5440	1	5533	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_elysian_ii\0	578	5441	8	164	1	201	100	6	1	5441	1	5533	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_soul_bow_i\0	579	5442	8	289	1	201	60	6	1	5442	1	5534	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_soul_bow_ii\0	580	5443	8	289	1	201	100	6	1	5443	1	5534	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_carnium_bow_i\0	581	5444	7	288	1	192	60	6	1	5444	1	5535	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_carnium_bow_ii\0	582	5445	7	288	1	192	100	6	1	5445	1	5535	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_bloody_orchid_i\0	583	5446	7	235	1	192	60	6	1	5446	1	5536	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_bloody_orchid_ii\0	584	5447	7	235	1	192	100	6	1	5447	1	5536	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_soul_separator_i\0	585	5448	8	236	1	201	60	6	1	5448	1	5537	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_soul_separator_ii\0	586	5449	8	236	1	201	100	6	1	5449	1	5537	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_dragon_grinder_i\0	587	5450	8	270	1	201	60	6	1	5450	1	5538	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_dragon_grinder_ii\0	588	5451	8	270	1	201	100	6	1	5451	1	5538	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_blood_tornado_i\0	589	5452	7	269	1	192	60	6	1	5452	1	5539	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_blood_tornado_ii\0	590	5453	7	269	1	192	100	6	1	5453	1	5539	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_tallum_glaive_i\0	591	5456	8	305	1	201	60	6	1	5456	1	5541	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_tallum_glaive_ii\0	592	5457	8	305	1	201	100	6	1	5457	1	5541	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_halbard_i\0	593	5458	7	98	1	192	60	6	1	5458	1	5542	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_halbard_ii\0	594	5459	7	98	1	192	100	6	1	5459	1	5542	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_dasparion's_staff_i\0	595	5460	7	212	1	192	60	6	1	5460	1	5543	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_dasparion's_staff_ii\0	596	5461	7	212	1	192	100	6	1	5461	1	5543	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_worldtree's_branch_i\0	597	5462	8	213	1	201	60	6	1	5462	1	5544	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_worldtree's_branch_ii\0	598	5463	8	213	1	201	100	6	1	5463	1	5544	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_dark_legion's_edge_i\0	599	5464	8	2500	1	201	60	6	1	5464	1	5545	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_dark_legion's_edge_ii\0	600	5465	8	2500	1	201	100	6	1	5465	1	5545	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_sword_of_miracle_i\0	601	5466	8	151	1	201	60	6	1	5466	1	5546	10	34990	2655	1888	202	1461	107	2133	45				
a,mk_sword_of_miracle_ii\0	602	5467	8	151	1	201	100	6	1	5467	1	5546	10	34990	4315	1888	327	1461	173	2133	72				
a,mk_elemental_sword_i\0	603	5468	7	150	1	192	60	6	1	5468	1	5547	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_elemental_sword_ii\0	604	5469	7	150	1	192	100	6	1	5469	1	5547	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_tallum_blade_i\0	605	5470	7	80	1	192	60	6	1	5470	1	5548	10	34990	1805	1888	137	1461	73	2133	31				
a,mk_tallum_blade_ii\0	606	5471	7	80	1	192	100	6	1	5471	1	5548	10	34990	2933	1888	223	1461	118	2133	49				
a,mk_iron_thread\0	607	5472	4	5549	1	40	100	2	0	1868	10	1869	5												
a,mk_reinforcing_plate\0	608	5473	4	5550	1	40	100	2	0	5549	5	1876	5												
a,mk_reorins_mold\0	609	5474	5	5551	1	50	100	3	0	1884	40	5550	10	1877	15										
a,mk_warsmith_mold\0	610	5475	6	5552	1	60	100	3	0	1891	1	4041	10	4042	5										
a,mk_arcsmith_anvil\0	611	5476	6	5553	1	60	100	3	0	4046	3	4040	20	4044	10										
a,mk_warsmith_holder\0	612	5477	6	5554	1	60	100	3	0	4045	2	4039	10	1868	20										
a,mk_sealed_phoenix's_earing_i\0	613	6331	7	6324	1	192	70	6	1	6331	1	6341	10	34992	372	1888	12	1461	6	2133	3				
a,mk_sealed_phoenix's_earing_ii\0	614	6332	7	6324	1	192	100	6	1	6332	1	6341	10	34992	523	1888	16	1461	9	2133	4				
a,mk_sealed_majestic_earing_i\0	615	6337	8	6327	1	201	70	6	1	6337	1	6342	10	34992	555	1888	17	1461	9	2133	4				
a,mk_sealed_majestic_earing_ii\0	616	6338	8	6327	1	201	100	6	1	6338	1	6342	10	34992	779	1888	24	1461	13	2133	6				
a,mk_sealed_phoenix's_necklace_i\0	617	6329	7	6323	1	192	70	6	1	6329	1	6343	10	34992	496	1888	16	1461	8	2133	4				
a,mk_sealed_phoenix's_necklace_ii\0	618	6330	7	6323	1	192	100	6	1	6330	1	6343	10	34992	697	1888	22	1461	12	2133	5				
a,mk_sealed_majestic_necklace_i\0	619	6335	8	6326	1	201	70	6	1	6335	1	6344	10	34992	740	1888	23	1461	12	2133	5				
a,mk_sealed_majestic_necklace_ii\0	620	6336	8	6326	1	201	100	6	1	6336	1	6344	10	34992	1039	1888	32	1461	17	2133	7				
a,mk_sealed_phoenix's_ring_i\0	621	6333	7	6325	1	192	70	6	1	6333	1	6345	10	34992	248	1888	8	1461	4	2133	2				
a,mk_sealed_phoenix's_ring_ii\0	622	6334	7	6325	1	192	100	6	1	6334	1	6345	10	34992	349	1888	11	1461	6	2133	3				
a,mk_sealed_majestic_ring_i\0	623	6339	8	6328	1	201	70	6	1	6339	1	6346	10	34992	370	1888	12	1461	6	2133	3				
a,mk_sealed_majestic_ring_ii\0	624	6340	8	6328	1	201	100	6	1	6340	1	6346	10	34992	520	1888	16	1461	9	2133	4				
a,mk_shining_arrow\0	625	6901	5	1345	500	150	100	2	0	1876	2	1878	4												
a,mk_forgotten_blade_i\0	626	6881	9	6364	1	225	60	6	1	6881	1	6688	10	34990	5474	1888	415	1462	183	2134	28				
a,mk_forgotten_blade_ii\0	627	6882	9	6364	1	225	100	6	1	6882	1	6688	10	34990	8894	1888	674	1462	297	2134	45				
a,mk_basalt_battlehammer_i\0	628	6883	9	6365	1	225	60	6	1	6883	1	6689	10	34990	5474	1888	415	1462	183	2134	28				
a,mk_basalt_battlehammer_ii\0	629	6884	9	6365	1	225	100	6	1	6884	1	6689	10	34990	8894	1888	674	1462	297	2134	45				
a,mk_imperial_staff_i\0	630	6885	9	6366	1	225	60	6	1	6885	1	6690	10	34990	5474	1888	415	1462	183	2134	28				
a,mk_imperial_staff_ii\0	631	6886	9	6366	1	225	100	6	1	6886	1	6690	10	34990	8894	1888	674	1462	297	2134	45				
