tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt0	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt1	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	SAKI_UNK	UNKNOWN_TABLE[0]	UNKNOWN_TABLE[1]	UNKNOWN_TABLE[2]	UNKNOWN_TABLE[3]	UNKNOWN_TABLE[4]	UNKNOWN_TABLE[5]	UNKNOWN_TABLE[6]	UNKNOWN_TABLE[7]	UNKNOWN_TABLE[8]	UNKNOWN_TABLE[9]	UNKNOWN_TABLE[10]	UNKNOWN_TABLE[11]	UNKNOWN_TABLE[12]	UNKNOWN_TABLE[13]	quest_x	quest_y	quest_z	cnt2	quest_x_1	quest_y_1	quest_z_1	quest_x_2	quest_y_2	quest_z_2	quest_x_3	quest_y_3	quest_z_3	quest_x_4	quest_y_4	quest_z_4	quest_x_5	quest_y_5	quest_z_5	quest_x_6	quest_y_6	quest_z_6	quest_x_7	quest_y_7	quest_z_7	quest_x_8	quest_y_8	quest_z_8	UNK_VAL[0]	UNK_VAL[1]	UNK_VAL[2]	UNK_VAL[3]	UNK_VAL[4]	UNK_VAL[5]	UNK_VAL[6]	UNK_VAL[7]	UNK_2	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_3	UNK_4	UNK_5	contact_npc_id[0]	contact_npc_id[1]	contact_npc_id[2]	contact_npc_id[3]	contact_npc_id[4]	contact_npc_id[5]	contact_npc_id[6]	contact_npc_id[7]	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	UNK_6	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	req_class[69]	req_class[70]	cnt4	req_item[0]	req_item[1]	req_item[2]	clan_pet_quest	req_quest_complete	UNK_7	area_id	UNK_8	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]	tab7[4]	tab7[5]	tab7[6]	tab7[7]
1	10273	-1	a,Good Day to Fly\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	75	0	3	a,	1	1	1	1	32557								-184545.00000000	243120.00000000	1581.00000000	a,No Requirements\0	u,Engineer Lekon of the Keucereus Alliance Base says that today is a good day to fly since the sky is clear. But he says a certificate is necessary to fly. He says he will guarantee you the right to fly if you complete a simple mission…\0	0																																																																									0				0	0	0	285	0	3	15623	15624	15625									3	6660000	737500	0									1	2							
1	10274	1	a,Collecting in the Air\0	a,Extracting Star Stones\0	a,Engineer Lekon of the Keucereus Alliance Base suggests that you learn how to extract star stones now that you are now qualified to fly. We should collect 8 stones extracted from star stones over the skies of Keucereus and return to Lekon.\\n\0	3	13858	13859	13860												3	0	0	0												3	0	0	0												-183845.00000000	234181.00000000	3959.00000000	0																																	0	75	0	3	a,Over the Skies of Keucereus Alliance Base\0	1	1	0	1	32557								-184545.00000000	243120.00000000	1581.00000000	a,No Requirements\0	a,Engineer Lekon of the Keucereus Alliance Base suggests you learn how to extract floating star stones since you are now qualified to fly.\0	0																																																																									0				0	10273	0	285	0	3	15623	15624	13728									3	6660000	737500	1									1	0							
1	10274	2	a,Collecting in the Air\0	a,To Lekon\0	a,All the necessary extracted stones have been collected. Let's return to Engineer Lekon of the Keucereus Alliance Base!\\n\0	0															0															0															-184545.00000000	243120.00000000	1581.00000000	0																																	0	75	0	3	a,Engineer Lekon\0	0	1	1	1	32557								-184545.00000000	243120.00000000	1581.00000000	a,No Requirements\0	a,Engineer Lekon of the Keucereus Alliance Base suggests you learn how to extract floating star stones since you are now qualified to fly.\0	0																																																																									0				0	10273	0	285	0	3	15623	15624	13728									3	6660000	737500	1									1	1							
1	10274	-1	a,Collecting in the Air\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	75	0	3	a,	1	1	1	1	32557								-184545.00000000	243120.00000000	1581.00000000	a,No Requirements\0	a,Engineer Lekon of the Keucereus Alliance Base suggests you learn how to extract floating star stones since you are now qualified to fly.\0	0																																																																									0				0	10273	0	285	0	3	15623	15624	13728									3	6660000	737500	1									1	2							
1	10275	1	a,Containing the Attribute Power\0	a,Gorgeous and skilled adventurer\0	a,It's not easy finding a gorgeous and greatly skilled adventurer. Let's think about this for a minute... why do you think that you're not qualified? Since you obviously have enough qualifications, let's speak to him again.\\n\0	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	76	0	3	a,??\0	1	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	0							
1	10275	2	a,Containing the Attribute Power\0	a,The Worries of Attribute Master Yin\0	a,What is Attribute Master Yin worried about? Let's go and see the Attribute Master inside of the village and hear what she says.\\n\0	0															0															0															150272.00000000	27840.00000000	-2256.00000000	0																																	0	76	0	3	a,Attribute Master Yin\0	0	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	1							
1	10275	3	a,Containing the Attribute Power\0	a,First request from Attribute Master Yin\0	a,Attribute Master Yin of the Town of Aden has asked you to capture the Reckless Water Spirit which escaped from the lab during one of the experiments. Due to the delicate nature of this spirit she has instructed you to capture the reckless spirit using her sword. Go to the War-Torn Plains nearby the Town of Aden, and hunt the Reckless Water Spirit with Attribute Master Yin's sword.\\n\\nMonster to hunt - Reckless Water Spirit\\n\0	1	13861														1	0														1	6														158008.00000000	19391.00000000	-4184.00000000	0																																	0	76	0	3	a,Plain of Fierce Battle, nearby the Town of Aden\0	1	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	2							
1	10275	4	a,Containing the Attribute Power\0	a,Return to Attribute Master Yin\0	a,You have succeeded in capturing the Reckless Water Spirit. Let's return to Attribute Master Yin in the Town of Aden.\\n\0	0															0															0															150272.00000000	27840.00000000	-2256.00000000	0																																	0	76	0	3	a,Attribute Master Yin\0	0	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	3							
1	10275	5	a,Containing the Attribute Power\0	a,Second request from Attribute Master Yin\0	a,Attribute Master Yin in the Town of Aden has another request. In addition to giving you her sword she has used her magic to enhance the attribute of water. After feeling the effects of her magic use her sword to hunt down the Reckless Water Spirit one more time.\\n\\nMonster to hunt - Reckless Water Spirit\\n\0	1	13861														1	0														1	6														158008.00000000	19391.00000000	-4184.00000000	0																																	0	76	0	3	a,Plain of Fierce Battle, nearby the Town of Aden\0	1	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	4							
1	10275	6	a,Containing the Attribute Power\0	a,Return to Attribute Master Yin again\0	a,You have succeeded in capturing the Reckless Water Spirit again. Let's return to Attribute Master Yin in the Town of Aden.\\n\0	0															0															0															150272.00000000	27840.00000000	-2256.00000000	0																																	0	76	0	3	a,Attribute Master Yin\0	0	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	5							
1	10275	7	a,Containing the Attribute Power\0	a,The Worries of Attribute Master Yang\0	a,What does Attribute Master Yang worry about? Let's go and see Attribute Master Yang inside of the village and hear what he has to say.\\n\0	0															0															0															44480.00000000	-49536.00000000	-784.00000000	0																																	0	76	0	3	a,Attribute Master Yang\0	0	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	1							
1	10275	8	a,Containing the Attribute Power\0	a,First request from Attribute Master Yang\0	a,Attribute Master Yang of Runeship Town has asked you to capture the Reckless Wind Spirit that escaped from the lab during one of the experiments. Due to the delicate nature of this spirit he has instructed you to capture the reckless spirit using his sword. Let's go to Rune Territory nearby the Town of Runeship, and hunt the Reckless Wind Spirit using the sword of Attribute Master Yang.\\n\\nMonster to hunt - Reckless Wind Spirit\\n\0	1	13862														1	0														1	6														41469.00000000	-65254.00000000	-2440.00000000	0																																	0	76	0	3	a,Rune Territory nearby the Town of Rune\0	1	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	7							
1	10275	9	a,Containing the Attribute Power\0	a,Return to Attribute Master Yang\0	a,You have succeeded in capturing the Reckless Wind Spirit. Let's return to Attribute Master Yang in Runeship Town.\\n\0	0															0															0															44480.00000000	-49536.00000000	-784.00000000	0																																	0	76	0	3	a,Attribute Master Yang\0	0	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	8							
1	10275	10	a,Containing the Attribute Power\0	a,Second request from Attribute Master Yang\0	a,Attribute Master Yang in the Runeship Town has another request. In addition to giving you his sword he has used his magic to enhance the attribute of earth. After feeling the effects of his magic use his sword to hunt down the Reckless Wind Spirit one more time.\\n\\nMonster to hunt - Reckless Wind Spirit\\n\0	1	13862														1	0														1	6														41469.00000000	-65254.00000000	-2440.00000000	0																																	0	76	0	3	a,Rune Territory nearby the Town of Rune\0	1	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	9							
1	10275	11	a,Containing the Attribute Power\0	a,Return to Attribute Master Yang again\0	a,You have succeeded in capturing the Reckless Wind Spirit again. Let's return to Attribute Master Yang in Runeship Town.\\n\0	0															0															0															44480.00000000	-49536.00000000	-784.00000000	0																																	0	76	0	3	a,Attribute Master Yang\0	0	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	10							
1	10275	-1	a,Containing the Attribute Power\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	76	0	3	a,	1	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	6							
1	10275	-2	a,Containing the Attribute Power\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	76	0	3	a,	1	1	1	0									0.00000000	0.00000000	0.00000000	a,No Requirements\0	a,The trouble that has befallen the Attribute Masters is worrying Trader Holly in the Town of Aden and Trader Weber in the Town of Rune. It seems that subjects from experiments that were intended to strengthen the Attribute Masters have become reckless and have escaped. The escaped subjects are still valuable to them and they require you to follow their specific instructions...\0	0																																																																									0				0	0	0	97	0	3	15623	15624	15625									3	10000000	1120000	0									1	11							
1	10276	1	a,Mutated Kaneus - Gludio\0	a,Mutated Cellular Tissue\0	a,You have been asked by Magister Rohmer at Einhasad Temple in the Town of Gludio to defeat Mutated Kaneus of Kamaloka, Tomlan Kamos and Ol Ariosh, and bring Mutated Cellular Tissues.\\n\\nMonsters to hunt: Ol Ariosh and Tomland Kamos\\n\0	2	13830	13831													2	0	0													2	1	1													0.00000000	0.00000000	0.00000000	0																																	0	18	0	3	a,	1	1	1	1	30332								-13900.00000000	123822.00000000	-3112.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	30	0	3	15623	15624	57									3	70000	3200	17000									1	0							
1	10276	2	a,Mutated Kaneus - Gludio\0	a,Let's return to Rohmer\0	a,You have collected the cellular tissues of the Mutated Kaneus, Tomlan Kamos and Ol Ariosh. Let's take these and return to Magister Rohmer at Einhasad Temple.\\n\0	0															0															0															-13269.00000000	121540.00000000	-2966.00000000	0																																	0	18	0	3	a,Magister Rohmer\0	0	1	1	1	30332								-13900.00000000	123822.00000000	-3112.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	30	0	3	15623	15624	57									3	70000	3200	17000									1	1							
1	10276	-1	a,Mutated Kaneus - Gludio\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	18	0	3	a,	1	1	1	1	30332								-13900.00000000	123822.00000000	-3112.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	30	0	3	15623	15624	57									3	70000	3200	17000									1	2							
1	10277	1	a,Mutated Kaneus - Dion\0	a,Mutated Cellular Tissue\0	a,You have been asked by Magister Mirien at Einhasad Temple of the Town of Dion to defeat Mutated Kaneus of Kamaloka, Crimson Hatu Otis and Seer Flouros, and bring mutated cellular tissues.\\n\\nMonsters to hunt: Crimson Hatu Otis and Seer Flouros\\n\0	2	13832	13833													2	0	0													2	1	1													0.00000000	0.00000000	0.00000000	0																																	0	28	0	3	a,	1	1	1	1	30071								18199.00000000	146081.00000000	-3080.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	1	0	3	15623	15624	57									3	190000	10500	40000									1	0							
1	10277	2	a,Mutated Kaneus - Dion\0	a,Let's return to Mirien\0	a,You have collected the cellar tissues of the Mutated Kaneus of Kamaloka, Crimson Hatu Otis and Seer Flouros. Let's take these and return to Magister Mirien at Einhasad Temple.\\n\0	0															0															0															16427.00000000	142131.00000000	-2688.00000000	0																																	0	28	0	3	a,Magister Mirien\0	0	1	1	1	30071								18199.00000000	146081.00000000	-3080.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	1	0	3	15623	15624	57									3	190000	10500	40000									1	1							
1	10277	-1	a,Mutated Kaneus - Dion\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	28	0	3	a,	1	1	1	1	30071								18199.00000000	146081.00000000	-3080.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	1	0	3	15623	15624	57									3	190000	10500	40000									1	2							
1	10278	1	a,Mutated Kaneus - Heine\0	a,Mutated Cellular Tissue\0	a,You have been asked by Magister Minevia to defeat Mutated Kaneus of Kamaloka, Blade Otis and Weird Bunei, and bring mutated cellular tissues.\\n\\nMonsters to hunt: Blade Otis and Weird Bunei\\n\0	2	13834	13835													2	0	0													2	1	1													0.00000000	0.00000000	0.00000000	0																																	0	38	0	3	a,	1	1	1	1	30916								108387.00000000	221543.00000000	-3592.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	121	0	3	15623	15624	57									3	500000	33000	100000									1	0							
1	10278	2	a,Mutated Kaneus - Heine\0	a,Let's return to Minevia\0	a,You have collected the cellular tissues of the Mutated Kaneus of Kamaloka, Blade Otis and Weird Bunei. Let's take these and return to Magister Minevia at Einhasad Temple.\\n\0	0															0															0															111221.00000000	217236.00000000	-3458.00000000	0																																	0	38	0	3	a,Magister Minevia\0	0	1	1	1	30916								108387.00000000	221543.00000000	-3592.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	121	0	3	15623	15624	57									3	500000	33000	100000									1	1							
1	10278	-1	a,Mutated Kaneus - Heine\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	38	0	3	a,	1	1	1	1	30916								108387.00000000	221543.00000000	-3592.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	121	0	3	15623	15624	57									3	500000	33000	100000									1	2							
1	10279	1	a,Mutated Kaneus - Oren\0	a,Mutated Cellular Tissue\0	a,You have been asked by Magister Rovia at Einhasad Temple in the Town of Oren to defeat Mutated Kaneus of Kamaloka, Kaim Abigore and Knight Montagnar, and bring Mutated Cellular Tissues.\\n\\nMonsters to hunt: Kaim Abigore and Knight Montagnar\\n\0	2	13836	13837													2	0	0													2	1	1													0.00000000	0.00000000	0.00000000	0																																	0	48	0	3	a,	1	1	1	1	30196								81023.00000000	56456.00000000	-1552.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	67	0	3	15623	15624	57									3	1000000	77000	200000									1	0							
1	10279	2	a,Mutated Kaneus - Oren\0	a,Let's return to Rovia\0	a,You have collected the cellular tissues of the Mutated Kaneus of Kamaloka, Kaim Abigore and Knight Montagnar. Let's take these and return to Magister Rovia at Einhasad Temple.\\n\0	0															0															0															83469.00000000	53398.00000000	-1454.00000000	0																																	0	48	0	3	a,Magister Rovia\0	0	1	1	1	30196								81023.00000000	56456.00000000	-1552.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	67	0	3	15623	15624	57									3	1000000	77000	200000									1	1							
1	10279	-1	a,Mutated Kaneus - Oren\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	48	0	3	a,	1	1	1	1	30196								81023.00000000	56456.00000000	-1552.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	67	0	3	15623	15624	57									3	1000000	77000	200000									1	2							
1	10280	1	a,Mutated Kaneus - Schuttgart\0	a,Mutated Cellular Tissue\0	a,You have been asked by Magister Atraxia of the Town of Schuttgart to defeat Mutated Kaneus of Kamaloka, Venomous Storace and Kel Bilette, and bring Mutated Cellular Tissues.\\n\\nMonsters to hunt: Venomous Storace and Kel Bilette\\n\0	2	13838	13839													2	0	0													2	1	1													0.00000000	0.00000000	0.00000000	0																																	0	58	0	3	a,	1	1	1	1	31981								85881.00000000	-142161.00000000	-1336.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	138	0	3	15623	15624	57									3	2060000	184000	420000									1	0							
1	10280	2	a,Mutated Kaneus - Schuttgart\0	a,Let's return to Atraxia\0	a,You have collected the cellular tissues of mutated Kaneus of Kamaloka, Venomous Storace and Kel Bilette. Let's take these and return to Magister Atraxia at Einhasad Temple.\\n\0	0															0															0															88664.00000000	-145028.00000000	-1296.00000000	0																																	0	58	0	3	a,Magister Atraxia\0	0	1	1	1	31981								85881.00000000	-142161.00000000	-1336.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	138	0	3	15623	15624	57									3	2060000	184000	420000									1	1							
1	10280	-1	a,Mutated Kaneus - Schuttgart\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	58	0	3	a,	1	1	1	1	31981								85881.00000000	-142161.00000000	-1336.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	138	0	3	15623	15624	57									3	2060000	184000	420000									1	2							
1	10281	1	a,Mutated Kaneus - Rune\0	a,Mutated Cellular Tissue\0	a,You have been asked by Magister Kayan of the Town of Rune to defeat Mutated Kaneus of Kamaloka, White Allosce, and bring his mutated cellular tissue.\\n\\nMonster to hunt: White Allosce\\n\0	1	13840														1	0														1	1														0.00000000	0.00000000	0.00000000	0																																	0	68	0	3	a,	1	1	1	1	31340								42626.00000000	-47996.00000000	-792.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	3500000	350000	720000									1	0							
1	10281	2	a,Mutated Kaneus - Rune\0	a,Let's return to Kayan\0	a,You have collected the cellular tissue of While Allosce, the Mutated Kaneus of Kamaloka. Let's take this and return to Magister Kayan at Einhasad Temple.\\n\0	0															0															0															38512.00000000	-49552.00000000	-1105.00000000	0																																	0	68	0	3	a,Magister Kayan\0	0	1	1	1	31340								42626.00000000	-47996.00000000	-792.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	3500000	350000	720000									1	1							
1	10281	-1	a,Mutated Kaneus - Rune\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	68	0	3	a,	1	1	1	1	31340								42626.00000000	-47996.00000000	-792.00000000	a,No Requirements\0	a,Wizards are starting to do research on Kanueses that have been mutated due to an evil energy of Kamaloka that exists between this world and hell...\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	3500000	350000	720000									1	2							
1	10282	1	a,To the Seed of Annihilation\0	a,To the Seed of Annihilation\0	a,Commander Kbaldir of Keucereus' Clan Outpost wants you to help Gracian soldiers at the Seed of Annihilation. You are to report to Officer Klemis with Kbaldir's Orders.\\n\0	0															0															0															-178467.00000000	153371.00000000	2472.00000000	0																																	0	85	0	3	a,Officer Klemis\0	0	1	1	1	32733								-185960.00000000	245080.00000000	1576.00000000	a,No Requirements\0	a,Kbaldir, the commander of Keucereus Alliance Base, is looking for an adventurer who will deliver his order to the Seed of Annihilation.\\n  \0	0																																																																									0				0	0	0	285	0	3	57	15623	15624									3	212182	1148480	9911									1	0							
1	10282	-1	a,To the Seed of Annihilation\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	85	0	3	a,	1	1	1	1	32733								-185960.00000000	245080.00000000	1576.00000000	a,No Requirements\0	a,Kbaldir, the commander of Keucereus Alliance Base, is looking for an adventurer who will deliver his order to the Seed of Annihilation.\\n  \0	0																																																																									0				0	0	0	285	0	3	57	15623	15624									3	212182	1148480	9911									1	1							
1	10283	1	a,Request of Ice Merchant\0	a,Story of Ice Queen Freya\0	a,Rafforty of Jinia Guild asks you if you will not betray the Jinia Guild. When you swear you will not, he begins telling you the story of Ice Queen Freya. Listen carefully to his story.\\n\0	0															0															0															113808.00000000	-109344.00000000	-846.00000000	0																																	0	82	0	3	a,Rafforty\0	1	1	1	1	32020								113808.00000000	-109344.00000000	-846.00000000	a,Completion of "The Other Side of Truth" Quest\0	a,Part one of an adventure to explore the Ice Queen's castle and learn the story of Ice Queen Freya.\0	0																																																																									0				0	115	0	138	0	3	57	15623	15624									3	190000	627000	5030									1	0							
1	10283	2	a,Request of Ice Merchant\0	a,Where is the Divine Sword?\0	a,Rafforty of Jinia Guild said that he found out by reading Kier's code that the Divine Sword is required to seal Freya away. Investigate Kier's ice sculpture to obtain the sword.\\n\0	0															0															0															104512.00000000	-107648.00000000	-3691.00000000	0																																	0	82	0	3	a,Kier\0	0	1	1	1	32020								113808.00000000	-109344.00000000	-846.00000000	a,Completion of "The Other Side of Truth" Quest\0	a,Part one of an adventure to explore the Ice Queen's castle and learn the story of Ice Queen Freya.\0	0																																																																									0				0	115	0	138	0	3	57	15623	15624									3	190000	627000	5030									1	1							
