name	id_mk	id_recipe	level	id_item	count	UNK[0]	UNK[1]	mp_cost	success_rate	mat_cnt	item_1	count_1	unk_1	item_2	count_2	unk_2	item_3	count_3	unk_3	item_4	count_4	unk_4	item_5	count_5	unk_5	item_6	count_6	unk_6	item_7	count_7	unk_7	item_8	count_8	unk_8	item_9	count_9	unk_9	item_10	count_10	unk_10
a,mk_dye_m1w1_c\0	735	6975	4	4562	1	1	0	138	100	4	6975	1	0	6910	5	681	6915	90	0	6916	15	0																		
a,mk_dye_w1i1_c\0	736	6976	4	4563	1	1	0	138	100	4	6976	1	0	6910	5	681	6915	90	0	6916	15	0																		
a,mk_dye_w1m1_c\0	737	6977	4	4564	1	1	0	138	100	4	6977	1	0	6910	5	681	6915	90	0	6916	15	0																		
a,mk_dye_s2c2_c\0	738	6978	5	4589	1	1	0	147	100	4	6978	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_s2d2_c\0	739	6979	5	4590	1	1	0	147	100	4	6979	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_c2s2_c\0	740	6980	5	4591	1	1	0	147	100	4	6980	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_c2c2_c\0	741	6981	5	4592	1	1	0	147	100	4	6981	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_d2s2_c\0	742	6982	5	4593	1	1	0	147	100	4	6982	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_d2c2_c\0	743	6983	5	4594	1	1	0	147	100	4	6983	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_i2m2_c\0	744	6984	5	4595	1	1	0	147	100	4	6984	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_i2w2_c\0	745	6985	5	4596	1	1	0	147	100	4	6985	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_m2i2_c\0	746	6986	5	4597	1	1	0	147	100	4	6986	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_m2w2_c\0	747	6987	5	4598	1	1	0	147	100	4	6987	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_w2i2_c\0	748	6988	5	4599	1	1	0	147	100	4	6988	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_w2m2_c\0	749	6989	5	4600	1	1	0	147	100	4	6989	1	0	6910	7	681	6915	98	0	6916	22	0																		
a,mk_dye_s3c3_c\0	750	6990	5	4601	1	1	0	156	100	4	6990	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_s3d3_c\0	751	6991	5	4602	1	1	0	156	100	4	6991	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_c3s3_c\0	752	6992	5	4603	1	1	0	156	100	4	6992	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_c3c3_c\0	753	6993	5	4604	1	1	0	156	100	4	6993	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_d3s3_c\0	754	6994	5	4605	1	1	0	156	100	4	6994	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_d3c3_c\0	755	6995	5	4606	1	1	0	156	100	4	6995	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_i3m3_c\0	756	6996	5	4607	1	1	0	156	100	4	6996	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_i3w3_c\0	757	6997	5	4608	1	1	0	156	100	4	6997	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_m3i3_c\0	758	6998	5	4609	1	1	0	156	100	4	6998	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_m3w3_c\0	759	6999	5	4610	1	1	0	156	100	4	6999	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_w3i3_c\0	760	7000	5	4611	1	1	0	156	100	4	7000	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_w3m3_c\0	761	7001	5	4612	1	1	0	156	100	4	7001	1	0	6910	12	681	6915	130	0	6916	40	0																		
a,mk_dye_s4c4_c\0	762	7002	6	4613	1	1	0	168	100	4	7002	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_s4d4_c\0	763	7003	6	4614	1	1	0	168	100	4	7003	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_c4s4_c\0	764	7004	6	4615	1	1	0	168	100	4	7004	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_c4c4_c\0	765	7005	6	4616	1	1	0	168	100	4	7005	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_d4s4_c\0	766	7006	6	4617	1	1	0	168	100	4	7006	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_d4c4_c\0	767	7007	6	4618	1	1	0	168	100	4	7007	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_i4m4_c\0	768	7008	6	4619	1	1	0	168	100	4	7008	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_i4w4_c\0	769	7009	6	4620	1	1	0	168	100	4	7009	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_m4i4_c\0	770	7010	6	4621	1	1	0	168	100	4	7010	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_m4w4_c\0	771	7011	6	4622	1	1	0	168	100	4	7011	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_w4i4_c\0	772	7012	6	4623	1	1	0	168	100	4	7012	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_dye_w4m4_c\0	773	7013	6	4624	1	1	0	168	100	4	7013	1	0	6910	16	681	6915	230	0	6916	60	0																		
a,mk_draconic_bow_i\0	774	7580	9	7575	1	1	1	225	60	8	7580	1	0	7579	10	0	36523	21	0	36543	10	4114	36548	9	0	36563	7	0	2134	12	0	1462	206	0						
a,mk_draconic_bow_ii\0	775	7581	9	7575	1	1	1	225	100	8	7581	1	0	7579	10	0	36523	35	0	36543	17	4114	36548	14	0	36563	11	0	2134	24	0	1462	343	0						
a,mk_racoon_ear\0	776	7689	4	7680	1	1	0	138	100	10	7689	1	0	7684	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_outlaw_eyepatch\0	777	7690	4	7681	1	1	0	138	100	10	7690	1	0	7685	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_maidens_hairpin\0	778	7691	4	7682	1	1	0	138	100	10	7691	1	0	7686	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_rabbit_ear\0	779	7692	4	7683	1	1	0	138	100	10	7692	1	0	7687	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_cat_ear\0	780	7693	4	6843	1	1	0	138	100	10	7693	1	0	7688	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_forget_me_not_hairpin\0	781	7699	4	7695	1	1	0	138	100	10	7699	1	0	7697	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_daisy_hairpin\0	782	7700	4	7696	1	1	0	138	100	10	7700	1	0	7698	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_iron_sword\0	783	8294	2	7880	1	1	0	84	100	8	8294	1	0	8327	10	0	36521	61	0	36541	29	4108	36546	25	0	36561	18	0	2130	48	0	1458	97	0						
a,mk_sword_of_priest\0	784	8301	2	7885	1	1	0	84	100	8	8301	1	0	8332	10	0	36521	61	0	36541	29	4108	36546	25	0	36561	18	0	2130	48	0	1458	97	0						
a,mk_giants_sword\0	785	8295	3	7881	1	1	1	120	100	8	8295	1	0	8328	10	0	36521	215	0	36541	100	4108	36546	86	0	36561	63	0	2130	168	0	1458	344	0						
a,mk_sword_of_magic_fog\0	786	8302	3	7886	1	1	1	120	100	8	8302	1	0	8333	10	0	36521	215	0	36541	100	4108	36546	86	0	36561	63	0	2130	168	0	1458	344	0						
a,mk_mace_of_priest\0	787	8307	3	7890	1	1	1	120	100	8	8307	1	0	8337	10	0	36521	215	0	36541	100	4108	36546	86	0	36561	63	0	2130	168	0	1458	344	0						
a,mk_giants_hammer\0	788	8317	3	7896	1	1	1	120	100	8	8317	1	0	8343	10	0	36521	215	0	36541	100	4108	36546	86	0	36561	63	0	2130	168	0	1458	344	0						
a,mk_sword_of_paagrio\0	789	8296	5	7882	1	1	1	156	100	8	8296	1	0	8329	10	0	36522	15	0	36542	7	4111	36547	6	0	36562	5	0	2131	172	0	1459	230	0						
a,mk_horn_of_karik\0	790	8319	5	7898	1	1	0	156	100	6	8319	1	0	8345	10	0	34990	926	0	1879	386	29	1459	155	0	2131	155	0												
a,mk_mystery_sword\0	791	8303	4	7887	1	1	1	138	100	8	8303	1	0	8334	10	0	36522	8	0	36542	4	4111	36547	4	0	36562	3	0	2131	92	0	1459	123	0						
a,mk_sword_of_eclipse\0	792	8304	6	7888	1	1	1	165	100	8	8304	1	0	8335	10	0	36522	21	0	36542	10	4111	36547	9	0	36562	7	0	2131	246	0	1459	327	0						
a,mk_eclipse_axe\0	793	8308	6	7891	1	1	1	165	100	8	8308	1	0	8338	10	0	36522	21	0	36542	10	4111	36547	9	0	36562	7	0	2131	246	0	1459	327	0						
a,mk_spell_breaker_i\0	794	8310	6	7892	1	1	1	174	60	8	8310	1	0	8339	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_spell_breaker_ii\0	795	8309	6	7892	1	1	1	174	100	8	8309	1	0	8339	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_ice_storm_hammer_i\0	796	8322	6	7900	1	1	1	174	60	8	8322	1	0	8347	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_ice_storm_hammer_ii\0	797	8321	6	7900	1	1	1	174	100	8	8321	1	0	8347	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_tears_of_wizard_i\0	798	8306	7	7889	1	1	1	183	60	8	8306	1	0	8336	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_tears_of_wizard_ii\0	799	8305	7	7889	1	1	1	183	100	8	8305	1	0	8336	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_bone_of_kaim_vanul_i\0	800	8312	7	7893	1	1	1	183	60	8	8312	1	0	8340	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_bone_of_kaim_vanul_ii\0	801	8311	7	7893	1	1	1	183	100	8	8311	1	0	8340	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_star_buster_i\0	802	8324	7	7901	1	1	1	183	60	8	8324	1	0	8348	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_star_buster_ii\0	803	8323	7	7901	1	1	1	183	100	8	8323	1	0	8348	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_eye_of_soul_i\0	804	8314	7	7894	1	1	1	192	60	8	8314	1	0	8341	10	0	36523	36	0	36543	17	4114	36548	15	0	36563	11	0	2133	9	0	1461	113	0						
a,mk_eye_of_soul_ii\0	805	8313	7	7894	1	1	1	192	100	8	8313	1	0	8341	10	0	36523	60	0	36543	28	4114	36548	24	0	36563	18	0	2133	18	0	1461	188	0						
a,mk_dragon_flame_head_i\0	806	8316	8	7895	1	1	1	201	60	8	8316	1	0	8342	10	0	36523	53	0	36543	25	4114	36548	21	0	36563	16	0	2133	13	0	1461	166	0						
a,mk_dragon_flame_head_ii\0	807	8315	8	7895	1	1	1	201	100	8	8315	1	0	8342	10	0	36523	87	0	36543	41	4114	36548	35	0	36563	26	0	2133	26	0	1461	277	0						
a,mk_doom_crusher_i\0	808	8326	8	7902	1	1	1	201	60	8	8326	1	0	8349	10	0	36523	53	0	36543	25	4114	36548	21	0	36563	16	0	2133	13	0	1461	166	0						
a,mk_doom_crusher_ii\0	809	8325	8	7902	1	1	1	201	100	8	8325	1	0	8349	10	0	36523	87	0	36543	41	4114	36548	35	0	36563	26	0	2133	26	0	1461	277	0						
a,mk_guardians_sword_i\0	810	8298	7	7883	1	1	1	183	60	8	8298	1	0	8330	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_guardians_sword_ii\0	811	8297	7	7883	1	1	1	183	100	8	8297	1	0	8330	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_hammer_of_destroyer_i\0	812	8487	7	7899	1	1	1	192	60	8	8487	1	0	8346	10	0	36523	36	0	36543	17	4114	36548	15	0	36563	11	0	2133	9	0	1461	113	0						
a,mk_hammer_of_destroyer_ii\0	813	8320	7	7899	1	1	1	192	100	8	8320	1	0	8346	10	0	36523	60	0	36543	28	4114	36548	24	0	36563	18	0	2133	18	0	1461	188	0						
a,mk_inferno_master_i\0	814	8300	7	7884	1	1	1	192	60	8	8300	1	0	8331	10	0	36523	36	0	36543	17	4114	36548	15	0	36563	11	0	2133	9	0	1461	113	0						
a,mk_inferno_master_ii\0	815	8299	7	7884	1	1	1	192	100	8	8299	1	0	8331	10	0	36523	60	0	36543	28	4114	36548	24	0	36563	18	0	2133	18	0	1461	188	0						
a,mk_dwarven_hammer\0	816	8318	6	7897	1	1	1	165	100	8	8318	1	0	8344	10	0	36522	21	0	36542	10	4111	36547	9	0	36562	7	0	2131	246	0	1459	327	0						
a,mk_horn_of_reddevil\0	817	8370	4	8187	1	1	0	138	100	10	8370	1	0	8376	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_wing_of_little_angel\0	818	8371	4	8188	1	1	0	138	100	10	8371	1	0	8377	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_feeler_of_fairy\0	819	8372	4	8189	1	1	0	138	100	10	8372	1	0	8378	10	0	36516	250	0	36521	49	0	36526	136	0	36536	63	4095	36541	45	4108	36531	84	0	36561	29	0	34994	2000	0
a,mk_party_hat_i\0	820	8365	6	8184	1	1	0	168	70	10	8365	1	0	8373	10	0	36516	700	0	36521	135	0	36526	381	0	36536	175	4095	36541	125	4108	36531	234	0	36561	79	0	34994	5600	0
a,mk_party_hat_ii\0	821	8364	6	8184	1	1	0	168	100	10	8364	1	0	8373	10	0	36516	1000	0	36521	193	0	36526	544	0	36536	250	4095	36541	179	4108	36531	334	0	36561	113	0	34994	8000	0
a,mk_chaperon_of_dresser_i\0	822	8367	6	8185	1	1	0	168	70	10	8367	1	0	8374	10	0	36516	700	0	36521	135	0	36526	381	0	36536	175	4095	36541	125	4108	36531	234	0	36561	79	0	34994	5600	0
a,mk_chaperon_of_dresser_ii\0	823	8366	6	8185	1	1	0	168	100	10	8366	1	0	8374	10	0	36516	1000	0	36521	193	0	36526	544	0	36536	250	4095	36541	179	4108	36531	334	0	36561	113	0	34994	8000	0
a,mk_goggle_of_artisan_i\0	824	8369	6	8186	1	1	0	168	70	10	8369	1	0	8375	10	0	36516	700	0	36521	135	0	36526	381	0	36536	175	4095	36541	125	4108	36531	234	0	36561	79	0	34994	5600	0
a,mk_goggle_of_artisan_ii\0	825	8368	6	8186	1	1	0	168	100	10	8368	1	0	8375	10	0	36516	1000	0	36521	193	0	36526	544	0	36536	250	4095	36541	179	4108	36531	334	0	36561	113	0	34994	8000	0
a,mk_elixir_of_life_none\0	826	8640	1	8622	10	1	0	10	100	2	1785	40	0	8658	20	0																								
a,mk_elixir_of_life_d\0	827	8641	2	8623	10	1	0	30	100	2	1785	130	0	8658	20	0																								
a,mk_elixir_of_life_c\0	828	8642	3	8624	10	1	0	50	100	2	1785	280	0	8658	20	0																								
a,mk_elixir_of_life_b\0	829	8643	4	8625	10	1	0	80	100	2	1785	380	0	8658	50	0																								
a,mk_elixir_of_life_a\0	830	8644	5	8626	10	1	0	110	100	2	1785	480	0	8658	50	0																								
a,mk_elixir_of_life_s\0	831	8645	6	8627	10	1	0	150	100	2	1785	580	0	8658	50	0																								
a,mk_elixir_of_mental_none\0	832	8646	1	8628	10	1	0	10	100	2	3031	30	0	8658	20	0																								
a,mk_elixir_of_mental_d\0	833	8647	2	8629	10	1	0	30	100	2	3031	80	0	8658	20	0																								
a,mk_elixir_of_mental_c\0	834	8648	3	8630	10	1	0	50	100	2	3031	210	0	8658	30	0																								
a,mk_elixir_of_mental_b\0	835	8649	4	8631	10	1	0	80	100	3	3031	260	0	4043	1	0	8658	60	0																					
a,mk_elixir_of_mental_a\0	836	8650	5	8632	10	1	0	110	100	3	3031	315	0	4043	2	0	8658	60	0																					
a,mk_elixir_of_mental_s\0	837	8651	6	8633	10	1	0	150	100	3	3031	360	0	4043	3	0	8658	60	0																					
a,mk_elixir_of_combative_none\0	838	8652	1	8634	10	1	0	10	100	2	1785	20	0	8658	10	0																								
a,mk_elixir_of_combative_d\0	839	8653	2	8635	10	1	0	30	100	2	1785	50	0	8658	15	0																								
a,mk_elixir_of_combative_c\0	840	8654	3	8636	10	1	0	50	100	2	1785	110	0	8658	25	0																								
a,mk_elixir_of_combative_b\0	841	8655	4	8637	10	1	0	80	100	2	1785	140	0	8658	50	0																								
a,mk_elixir_of_combative_a\0	842	8656	5	8638	10	1	0	110	100	2	1785	180	0	8658	50	0																								
a,mk_elixir_of_combative_s\0	843	8657	6	8639	10	1	0	150	100	2	1785	220	0	8658	50	0																								
a,mk_sirr_blade_i\0	844	8690	8	8678	1	1	1	210	60	8	8690	1	0	8712	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_sirr_blade_ii\0	845	8691	8	8678	1	1	1	210	100	8	8691	1	0	8712	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_sword_of_ipos_i\0	846	8692	8	8679	1	1	1	210	60	8	8692	1	0	8713	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_sword_of_ipos_ii\0	847	8693	8	8679	1	1	1	210	100	8	8693	1	0	8713	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_barakiel_axe_i\0	848	8694	8	8680	1	1	1	210	60	8	8694	1	0	8714	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_barakiel_axe_ii\0	849	8695	8	8680	1	1	1	210	100	8	8695	1	0	8714	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_tuning_fork_of_behemoth_i\0	850	8696	8	8681	1	1	1	210	60	8	8696	1	0	8715	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_tuning_fork_of_behemoth_ii\0	851	8697	8	8681	1	1	1	210	100	8	8697	1	0	8715	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_naga_storm_i\0	852	8698	8	8682	1	1	1	210	60	8	8698	1	0	8716	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_naga_storm_ii\0	853	8699	8	8682	1	1	1	210	100	8	8699	1	0	8716	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_tiphon_spear_i\0	854	8700	8	8683	1	1	1	210	60	8	8700	1	0	8717	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_tiphon_spear_ii\0	855	8701	8	8683	1	1	1	210	100	8	8701	1	0	8717	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_shyid_bow_i\0	856	8702	8	8684	1	1	1	210	60	8	8702	1	0	8718	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_shyid_bow_ii\0	857	8703	8	8684	1	1	1	210	100	8	8703	1	0	8718	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_sobekk_hurricane_i\0	858	8704	8	8685	1	1	1	210	60	8	8704	1	0	8719	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_sobekk_hurricane_ii\0	859	8705	8	8685	1	1	1	210	100	8	8705	1	0	8719	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_tongue_of_themis_i\0	860	8706	8	8686	1	1	1	210	60	8	8706	1	0	8720	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_tongue_of_themis_ii\0	861	8707	8	8686	1	1	1	210	100	8	8707	1	0	8720	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_hand_of_cabrio_i\0	862	8708	8	8687	1	1	1	210	60	8	8708	1	0	8721	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_hand_of_cabrio_ii\0	863	8709	8	8687	1	1	1	210	100	8	8709	1	0	8721	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_crystal_of_deamon_i\0	864	8710	8	8688	1	1	1	210	60	8	8710	1	0	8722	10	0	36523	68	0	36543	32	4114	36548	28	0	36563	20	0	2133	16	0	1461	216	0						
a,mk_crystal_of_deamon_ii\0	865	8711	8	8688	1	1	1	210	100	8	8711	1	0	8722	10	0	36523	114	0	36543	53	4114	36548	46	0	36563	34	0	2133	34	0	1461	360	0						
a,mk_magic_sign_event_1\0	866	9162	1	9171	1	1	0	50	100	3	9169	1	0	9168	10	0	9170	20	0																					
a,mk_magic_sign_event_2\0	867	9163	1	9172	1	1	0	50	100	3	9169	1	0	9168	5	0	9170	30	0																					
a,mk_magic_sign_event_3\0	868	9164	1	9173	1	1	0	50	100	3	9169	1	0	9168	8	0	9170	24	0																					
a,mk_magic_sign_event_4\0	869	9165	1	9174	1	1	0	50	100	3	9169	1	0	9168	6	0	9170	28	0																					
a,mk_magic_sign_event_5\0	870	9166	1	9175	1	1	0	50	100	3	9169	1	0	9168	14	0	9170	12	0																					
a,mk_magic_sign_event_6\0	871	9167	1	9176	1	1	0	50	100	3	9169	1	0	9168	17	0	9170	6	0																					
a,mk_dynasty_blade_i\0	872	9967	9	9442	1	1	1	240	60	8	9967	1	0	9616	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_two_hand_sword_i\0	873	9968	9	9443	1	1	1	240	60	8	9968	1	0	9617	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_magic_sword_i\0	874	9969	9	9444	1	1	1	240	60	8	9969	1	0	9618	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_bow_i\0	875	9970	9	9445	1	1	1	240	60	8	9970	1	0	9619	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_dagger_i\0	876	9971	9	9446	1	1	1	240	60	8	9971	1	0	9620	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_spear_i\0	877	9972	9	9447	1	1	1	240	60	8	9972	1	0	9621	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_hammer_i\0	878	9973	9	9448	1	1	1	240	60	8	9973	1	0	9622	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_staff_i\0	879	9974	9	9449	1	1	1	240	60	8	9974	1	0	9623	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_dynasty_jamadhr_i\0	880	9975	9	9450	1	1	1	240	60	8	9975	1	0	9624	10	0	36523	37	0	36543	17	4114	36548	15	0	36563	11	0	2134	21	0	1462	360	0						
a,mk_sealed_dynasty_blast_plate_i\0	881	9482	9	9514	1	1	1	240	60	8	9482	1	0	9530	10	0	36523	12	0	36543	6	4114	36553	5	0	36563	4	0	2134	7	0	1462	116	0						
a,mk_sealed_dynasty_gaiter_i\0	882	9483	9	9515	1	1	1	240	60	8	9483	1	0	9531	10	0	36523	8	0	36543	4	4114	36553	3	0	36563	3	0	2134	5	0	1462	74	0						
a,mk_sealed_dynasty_helmet_i\0	883	9484	9	9516	1	1	1	240	60	8	9484	1	0	9532	10	0	36523	5	0	36543	3	4114	36553	2	0	36563	2	0	2134	3	0	1462	44	0						
a,mk_sealed_dynasty_gauntlet_i\0	884	9485	9	9517	1	1	1	240	60	8	9485	1	0	9533	10	0	36523	3	0	36543	2	4114	36553	2	0	36563	1	0	2134	2	0	1462	30	0						
a,mk_sealed_dynasty_boots_i\0	885	9486	9	9518	1	1	1	240	60	8	9486	1	0	9534	10	0	36523	3	0	36543	2	4114	36553	2	0	36563	1	0	2134	2	0	1462	30	0						
a,mk_sealed_dynasty_leather_mail_i\0	886	9487	9	9519	1	1	1	240	60	8	9487	1	0	9535	10	0	36518	24	0	36538	6	4101	36553	4	0	36563	3	0	2134	6	0	1462	88	0						
a,mk_sealed_dynasty_leather_legging_i\0	887	9488	9	9520	1	1	1	240	60	8	9488	1	0	9536	10	0	36518	15	0	36538	4	4101	36553	2	0	36563	2	0	2134	4	0	1462	55	0						
a,mk_sealed_dynasty_leather_helmet_i\0	888	9489	9	9521	1	1	1	240	60	8	9489	1	0	9537	10	0	36518	12	0	36538	3	4101	36553	2	0	36563	2	0	2134	3	0	1462	44	0						
a,mk_sealed_dynasty_leather_gloves_i\0	889	9490	9	9522	1	1	1	240	60	8	9490	1	0	9538	10	0	36518	8	0	36538	2	4101	36553	2	0	36563	1	0	2134	2	0	1462	30	0						
a,mk_sealed_dynasty_leather_boots_i\0	890	9491	9	9523	1	1	1	240	60	8	9491	1	0	9539	10	0	36518	8	0	36538	2	4101	36553	2	0	36563	1	0	2134	2	0	1462	30	0						
a,mk_sealed_dynasty_tunic_i\0	891	9492	9	9524	1	1	1	240	60	8	9492	1	0	9540	10	0	36528	26	0	36533	8	0	36553	4	0	36563	3	0	2134	6	0	1462	88	0						
a,mk_sealed_dynasty_hose_i\0	892	9493	9	9525	1	1	1	240	60	8	9493	1	0	9541	10	0	36528	16	0	36533	5	0	36553	2	0	36563	2	0	2134	4	0	1462	55	0						
a,mk_sealed_dynasty_circlet_i\0	893	9494	9	9526	1	1	1	240	60	8	9494	1	0	9542	10	0	36528	13	0	36533	4	0	36553	2	0	36563	2	0	2134	3	0	1462	44	0						
